,Unnamed: 0,ID,Name,Date,Title,Review,Rating,Movie Name,Theatres
10,10,/tt1517268,Sleepin_Dragon,21 July 2023," Well this really did come as a surprise.
","It pains me to say it, but I enjoyed this movie so much more then I was expecting to, musical numbers, humour, there truly is something for the whole family yo enjoy.Bright, garish and somewhat kitsch, those were my expectations, and sure it's a veritable cornucopia of glitter and rainbows, but what I wasn't expecting, was for the film to be so engaging, there's actually some real depth that I wasn't expecting. That opening introduction, that came as a major surprise, and pretty much set the tone.Of course there are plenty of double entendres, laughs that adults will enjoy, kids will no doubt chuckle away too.I'm pretty sure this film is going to win awards for its production, it's very well made, creative design and visuals, a lot of thought has gone into this. Greta Gerwig did a great job.Margot Robbie is glorious as Barbie, Ryan Gosling was great I thought. The pair shared some terrific scenes, real chemistry, and plenty of cutting one liners.Great use of music, everything fitted into the film so well.8/10.","





8/10
",Barbie,"['INOX Chennai', 'SPI Cinemas Sathyam Chennai', 'SPI Escape Multiplex', 'AGS Cinemas - T. Nagar', 'Mayajaal Multiplex', 'Palazzo IMAX', 'PVR Ampa Chennai', 'PVR VR Chennai Anna Nagar', 'Rohini Silver Screens', 'AGS Cinemas - Villivakkam', 'INOX Luxe Phoenix Market City, Velachery', 'INOX National Chandra Metro Mall / Virugambakkam', 'PVR Grand Galada Chennai', 'PVR Velachery Chennai', 'AGS Cinemas - OMR', 'INOX The Marina Mall OMR', 'PVR Heritage RSL ECR Chennai']"
11,11,/tt1517268,G-Joshua-Benjamin,21 July 2023," My mom and I saw this yesterday. Here are my thoughts.
","I don't know if I put spoilers in here. I am super worn out. Haha So I will just put that I did.I had no clue what this movie was like or about. It just seemed like a strange, different type of movie. To me, it was going to be some kind of movie for kids that tells you everything is perfect. It was nothing like that.There were a couple of young teen girls on the right of my mom and me. I felt weird knowing that. There is no way I would bring a kid or teen to see this.The movie is really all focused on political and gender views. So that one totally surprised me.There are points in which I kind of rolled my eyes. A bit of the singing kind of went on. There were also times that I was all teary.There are sexual references in this. Young kids would not understand. But one part in which she tells of a specific thing that she does not have, and a specific thing Ken does not have, that was a bit strange.The end threw me off. Here is a movie that seems to be saying we are equal, but we are not treated that way. Yet, at the same time it seems to be making men out to be mindless idiots. Also, something one of the male characters asks at the end and the reply the woman gives, seems to lead one to believe that things will be the exact same as they were. But unlike the way things seem to be, in Barbie land, the women will be above all men. I didn't really get that. Then, what may be the last lines of the movie, place Barbie somewhere. I didn't get the point of it.I heard adults laughing repeatedly. The kids that were their kind of sat silent.This is one of those movies that I cannot see every watching again. But it was fun and unique seeing it in the theater. Also, I dug the set design all the other stuff in the Barbie world. It was just cool to see.","





6/10
",Barbie,"['INOX Chennai', 'SPI Cinemas Sathyam Chennai', 'SPI Escape Multiplex', 'AGS Cinemas - T. Nagar', 'Mayajaal Multiplex', 'Palazzo IMAX', 'PVR Ampa Chennai', 'PVR VR Chennai Anna Nagar', 'Rohini Silver Screens', 'AGS Cinemas - Villivakkam', 'INOX Luxe Phoenix Market City, Velachery', 'INOX National Chandra Metro Mall / Virugambakkam', 'PVR Grand Galada Chennai', 'PVR Velachery Chennai', 'AGS Cinemas - OMR', 'INOX The Marina Mall OMR', 'PVR Heritage RSL ECR Chennai']"
12,12,/tt1517268,MissSimonetta,20 July 2023," The marketing was more entertaining than the actual movie
","I went to see this today, everyone in my group dressed in pink and ready to at least be entertained by pastel-colored camp for two hours. BARBIE kind of succeeds there: I loved the costuming and sets of Barbieland, and Margot Robie is such a fantastic actress, the perfect embodiment of the optimistic, she-can-do-it-all Barbie. Ryan Gosling was a scene-stealer with his horse obsession and faux mink coat.Despite all this, the movie as a whole was disappointing. As much as it succeeds at campy comedy and musical numbers, its attempts at feminist commentary and existentialism fall flat. The messaging is so on the nose, spelled right out for the audience so no one will have to strain their brain. Not that these scenes can't be funny or hit home (the guitar gag gave me college flashbacks), but a little subtlety could not have hurt.I also had issues with the differences between Barbieland and the real world. I can accept everyone in Barbieland talking in what many term ""Marvel speak."" If you've watched anything made in the past 15 years you'll recognize it right away: ""You know, we make all these pop culture references (like Spiderman in the MCU with ALIENS) and we say what we think in the bluntest way possible because it's so awkward that it's funny... oooor it WAS when it was novel and new years ago. Now it's staler than a can of Pepsi Clear. Oh yeah-- I remember the 90s! Macarena!""The Barbies and Kens are supposed to be simplistic figures with no sense of emotional nuance. However, the humans in the real world are supposed to be the opposite-- messy, complicated, not that charming. Why are they also talking like that? It just feels lazy.And then there are the existential themes: Margot Robie's Barbie gets tired of being an ideal of independent womanhood in an eternal paradise. At the end, she chooses to be human and embrace mortality because mortality is ultimately what gives our lives meaning. A decent theme. Too bad the movie never really delves into it. It's given lip service, nothing more.It had some cute moments but honestly, the end experience was meh. The hype was more memorable than the finished product.","





4/10
",Barbie,"['INOX Chennai', 'SPI Cinemas Sathyam Chennai', 'SPI Escape Multiplex', 'AGS Cinemas - T. Nagar', 'Mayajaal Multiplex', 'Palazzo IMAX', 'PVR Ampa Chennai', 'PVR VR Chennai Anna Nagar', 'Rohini Silver Screens', 'AGS Cinemas - Villivakkam', 'INOX Luxe Phoenix Market City, Velachery', 'INOX National Chandra Metro Mall / Virugambakkam', 'PVR Grand Galada Chennai', 'PVR Velachery Chennai', 'AGS Cinemas - OMR', 'INOX The Marina Mall OMR', 'PVR Heritage RSL ECR Chennai']"
13,13,/tt1517268,jpismyname,19 July 2023," Fun and surprisingly touching
","I was honestly doubting this movie at first, but surprisingly I find myself really liking it quite a lot.Set in the colorful Barbie Land, stereotypical Barbie lives a perfect life every single day. One day, she shows signs of being...a human. She decides to go to the Real World to find the cure in order to make herself perfect again.Barbie is a fun movie that has surprisingly plenty of heartwarming moments and good messages to offer. The set designs are eye-catching and on point as well. Both Margot Robbie and Ryan Gosling nailed their parts, but it is Gosling who mostly shines.Something I'm pretty sure of is this movie getting nominated for the Oscars, most likely for Best Production Design, Best Costume Design, and probably Best Song for Billie Eilish. That song is beautiful and it's stuck in my head right now.","





8/10
",Barbie,"['INOX Chennai', 'SPI Cinemas Sathyam Chennai', 'SPI Escape Multiplex', 'AGS Cinemas - T. Nagar', 'Mayajaal Multiplex', 'Palazzo IMAX', 'PVR Ampa Chennai', 'PVR VR Chennai Anna Nagar', 'Rohini Silver Screens', 'AGS Cinemas - Villivakkam', 'INOX Luxe Phoenix Market City, Velachery', 'INOX National Chandra Metro Mall / Virugambakkam', 'PVR Grand Galada Chennai', 'PVR Velachery Chennai', 'AGS Cinemas - OMR', 'INOX The Marina Mall OMR', 'PVR Heritage RSL ECR Chennai']"
14,14,/tt1517268,finnconnelly-63017,22 July 2023," Ken out of ten
","Wow. I did not see this masterpiece coming. And that's not a joke. Somehow, Greta Gerwig took Barbie, and made a movie that tackles some really tough social issues....well? It's crazy. But wow, does it work. The story is very mature, thinker of a plot. Once you're done laughing your butt off, you'll get really emotional. The production design is so on point. The whole movie is pink everything, but it's never polarizing. All the shades melt together in a very pleasing way. And of course the cast! Margot Robbie was born to play Barbie, and she hits a home run, but Ryan Gosling. This dude rocks as Ken. He knocked it all the way around the world and hit himself in the back of the head. He steals every scene he's in, and I would be so on board with a Ken spin-off. America Ferrara and Simu Liu are also great in their respective roles, but the cast overall is just perfect. Overall, Barbie is probably the best movie based off a toy (sorry LEGO Movies) and an overall fantastic time at the movies.","





10/10
",Barbie,"['INOX Chennai', 'SPI Cinemas Sathyam Chennai', 'SPI Escape Multiplex', 'AGS Cinemas - T. Nagar', 'Mayajaal Multiplex', 'Palazzo IMAX', 'PVR Ampa Chennai', 'PVR VR Chennai Anna Nagar', 'Rohini Silver Screens', 'AGS Cinemas - Villivakkam', 'INOX Luxe Phoenix Market City, Velachery', 'INOX National Chandra Metro Mall / Virugambakkam', 'PVR Grand Galada Chennai', 'PVR Velachery Chennai', 'AGS Cinemas - OMR', 'INOX The Marina Mall OMR', 'PVR Heritage RSL ECR Chennai']"
15,15,/tt1517268,hamsterination,19 July 2023," It could have been so much better...
","The film's universe and settings are fantastic. The casting is really good too, with Gosling excelling in the role of Ken.Regrettably, however, the film completely misses the chance to appeal to people who grew up with Barbie. Instead, we're left with a film that almost divides and pits men against women, in an attempt to make it a feminist and political film.Instead of seeing a light, fun film, I saw a rather heavy-handed movie whose storyline is centered around patriarchy.It's a real shame, because the film's potential is pretty amazing. I came away disappointed, but not totally disgusted either.","





6/10
",Barbie,"['INOX Chennai', 'SPI Cinemas Sathyam Chennai', 'SPI Escape Multiplex', 'AGS Cinemas - T. Nagar', 'Mayajaal Multiplex', 'Palazzo IMAX', 'PVR Ampa Chennai', 'PVR VR Chennai Anna Nagar', 'Rohini Silver Screens', 'AGS Cinemas - Villivakkam', 'INOX Luxe Phoenix Market City, Velachery', 'INOX National Chandra Metro Mall / Virugambakkam', 'PVR Grand Galada Chennai', 'PVR Velachery Chennai', 'AGS Cinemas - OMR', 'INOX The Marina Mall OMR', 'PVR Heritage RSL ECR Chennai']"
16,16,/tt1517268,andypaps101,19 July 2023," ""Barbie"" - A Multifaceted Exploration of Femininity, Consumerism, and Existentialism
","I got free tickets for a preview and to be honest I was more than a little embarrassed to go. I did not tell a soul. As a cool middle aged gentleman if word got out this could have really affected my street cred.Anyway, I embraced the journey and I'm glad that I did. Here is my review written as a pretentious critic that I aspire to be in my next life:In Greta Gerwig's latest directorial venture, ""Barbie,"" the esteemed filmmaker takes on the monumental task of unravelling the enigma that is Barbie, the iconic doll that has fascinated and polarized society for decades.With Margot Robbie as the eponymous character and Ryan Gosling as Ken, Gerwig's live-action rendition delves into the complex world of Barbie, attempting to extract deeper meaning from this cultural phenomenon.Gerwig masterfully navigates the treacherous waters of branded material, infusing the narrative with a blend of adventure, comedy, fantasy, and romance. The result is a thought-provoking exploration of Barbie's role as a feminist symbol, challenging societal perceptions of femininity and girlhood.Can a doll with impossibly perfect features and a smile of perpetual happiness truly embody feminist ideals?Gerwig compels the audience to contemplate this question, weaving it throughout the fabric of the film.In reality Margot Robbie dominated the film as expected and has developed into a true cinematic icon. The flm was fun and far above my expectations hence I'm giving it an 8 and boasting I watched Barbie.","





8/10
",Barbie,"['INOX Chennai', 'SPI Cinemas Sathyam Chennai', 'SPI Escape Multiplex', 'AGS Cinemas - T. Nagar', 'Mayajaal Multiplex', 'Palazzo IMAX', 'PVR Ampa Chennai', 'PVR VR Chennai Anna Nagar', 'Rohini Silver Screens', 'AGS Cinemas - Villivakkam', 'INOX Luxe Phoenix Market City, Velachery', 'INOX National Chandra Metro Mall / Virugambakkam', 'PVR Grand Galada Chennai', 'PVR Velachery Chennai', 'AGS Cinemas - OMR', 'INOX The Marina Mall OMR', 'PVR Heritage RSL ECR Chennai']"
17,17,/tt1517268,fscsgxp,20 July 2023," Amazing Cast & Set, but the political message was too strong
","I've been excited for this movie for over a year. The casting was perfect and the acting was amazing! The set was next level, the tiny details were all there and even the highest barbie fan couldn't ask for anything more from it. It is PERFECTION.The first half of the movie was really good, a decent plot, plenty of laughs and a decent explanation of what is going on. Unfortunately, after a while it just becomes a rant about feminism & how oppressed women are. I'm a woman myself, and I'm all for equal rights, but the amount they shoved into this movie just overtook the fun completely, it felt very forced and by the end, you were left with the same feeling you get after scrolling through a toxic comment thread on a social media post. So sad.( SPOILERS AHEAD )Even more sad, the end message of the film when the barbies take back barbieland is basically that they are no better than the kens (or 'men') are. They manipulate them, undermine them, and then when given the chance to be better (the kens asking to have one ken presented in the Supreme Court which is all barbies), they laugh and tell them no, choosing to treat the kens or 'men' how they've 'always' treated women. So they are no better than the kens in the end. How sad! Isn't there a world where they can be better? Include the kens and all be equals?? What are we trying to teach young girls? That feminism is demeaning men just like we have been demeaned in the past? Also, I would have hoped we were past making a movie entirely about how 'hard' women have it. Life is hard for most people, men & women alike, and it's easier when we acknowledge that and treat each other like fellow humans instead of two warring species..","





6/10
",Barbie,"['INOX Chennai', 'SPI Cinemas Sathyam Chennai', 'SPI Escape Multiplex', 'AGS Cinemas - T. Nagar', 'Mayajaal Multiplex', 'Palazzo IMAX', 'PVR Ampa Chennai', 'PVR VR Chennai Anna Nagar', 'Rohini Silver Screens', 'AGS Cinemas - Villivakkam', 'INOX Luxe Phoenix Market City, Velachery', 'INOX National Chandra Metro Mall / Virugambakkam', 'PVR Grand Galada Chennai', 'PVR Velachery Chennai', 'AGS Cinemas - OMR', 'INOX The Marina Mall OMR', 'PVR Heritage RSL ECR Chennai']"
18,18,/tt1517268,anjamulder,19 July 2023," not for everyone
","This is very much a movie that will get devided opinions on it, my cousin said well this is two hours of my life i will never get back, and me? I left the theatre in such a good mood. It was the sense of humor for me, laughed so hard. Specially Ryan Gossling was sooooo good and funny, many familiar faces to spot also. And margot robbie come on... the perfect casting for Barbie. I also have to say, the way they created Barbie land was so amazing, it just makes you just want to there. I don't really have anything bad to say about this movie. I can understand not everyone will love it. But i am sure it is a iconic film already.","





8/10
",Barbie,"['INOX Chennai', 'SPI Cinemas Sathyam Chennai', 'SPI Escape Multiplex', 'AGS Cinemas - T. Nagar', 'Mayajaal Multiplex', 'Palazzo IMAX', 'PVR Ampa Chennai', 'PVR VR Chennai Anna Nagar', 'Rohini Silver Screens', 'AGS Cinemas - Villivakkam', 'INOX Luxe Phoenix Market City, Velachery', 'INOX National Chandra Metro Mall / Virugambakkam', 'PVR Grand Galada Chennai', 'PVR Velachery Chennai', 'AGS Cinemas - OMR', 'INOX The Marina Mall OMR', 'PVR Heritage RSL ECR Chennai']"
19,19,/tt1517268,portraitofaladyonfire,20 July 2023," Brilliant observations, but social depth is missing
","Greta Gerwig and Noah Baumbach have a knack for incorporating the many little observations of life, whether funny or deeply interpersonal, into a screenplay. Gerwig manages to direct them with great visuals and clever transitions.Unfortunately, the only major weakness of the film, in my opinion, also lies in the screenplay. When dealing with larger societal issues, it lacks depth and possibly understanding. The observations work, but the contextualization falls short. The approach feels crude and superficial. This creates a confusing overall impression, as the finely crafted small observations remain convincing. A film that is so intelligent, funny, and creative on an individual level suddenly seems foolish in the grand scheme of things.Key moments in the film, such as the encounter with the inventor, fail to evoke emotions and come across as insincere. The angry rant about the struggles of being a woman feels cheap. There seems to be a lack of sensitivity, as if someone wanted to vent without making any effort to package it intelligently.Any scenes that trigger a sense of injustice and express societal criticism in small moments no longer feel precise and may even intentionally appear exaggerated, rather than being convincing parts of a larger whole.Overall, I'm not entirely sure what to make of the film. On one hand, I had a great time, but on the other hand, I left the screening with mixed feelings.Making it even more confusing are the consistently brilliant acting performances across the board, with Ryan Gosling obviously standing out.","





6/10
",Barbie,"['INOX Chennai', 'SPI Cinemas Sathyam Chennai', 'SPI Escape Multiplex', 'AGS Cinemas - T. Nagar', 'Mayajaal Multiplex', 'Palazzo IMAX', 'PVR Ampa Chennai', 'PVR VR Chennai Anna Nagar', 'Rohini Silver Screens', 'AGS Cinemas - Villivakkam', 'INOX Luxe Phoenix Market City, Velachery', 'INOX National Chandra Metro Mall / Virugambakkam', 'PVR Grand Galada Chennai', 'PVR Velachery Chennai', 'AGS Cinemas - OMR', 'INOX The Marina Mall OMR', 'PVR Heritage RSL ECR Chennai']"
20,20,/tt1517268,cmdown-50506,29 July 2023," Now I am become Barbie Girl, the enjoyer of Barbie worlds
","I have been waiting for this to release for so long and I finally got to watch it today. I absolutely loved it! It was fun, it had Margot Robbie (and extra stuff for Tarantino's out there if you know what I mean) And it had some absolute bangers! What more could you want from a new summer classic?Honestly the depth of the story ain't there but what do you expect from a film about a Barbie? Lol I'll probably go back and watch it again tbh and I'll probably purchase it once it releases on blu ray as I did rather enjoy it (seriously my mouth hurts from smiling and laughing) there are some touching moments where Robbie really shines I just wish there were a little more because as everyone I absolutely adore Margot and her films.Anyway Barbie is a blast. It's a definite recommend on my list.","





9/10
",Barbie,"['INOX Chennai', 'SPI Cinemas Sathyam Chennai', 'SPI Escape Multiplex', 'AGS Cinemas - T. Nagar', 'Mayajaal Multiplex', 'Palazzo IMAX', 'PVR Ampa Chennai', 'PVR VR Chennai Anna Nagar', 'Rohini Silver Screens', 'AGS Cinemas - Villivakkam', 'INOX Luxe Phoenix Market City, Velachery', 'INOX National Chandra Metro Mall / Virugambakkam', 'PVR Grand Galada Chennai', 'PVR Velachery Chennai', 'AGS Cinemas - OMR', 'INOX The Marina Mall OMR', 'PVR Heritage RSL ECR Chennai']"
21,21,/tt1517268,tm-sheehan,19 July 2023," Didn't hit my pink spot
","My Review - Barbie
In Cinemas now
My Rating 6.5/10I've been keenly looking forward to seeing this much publicised movie because I'm a great fan of Margo Robbie, Ryan Gosling and Greta Gerwig's work.I held the opinion from first hearing about it that it was either going to be brilliant and I'd love it or a huge disappointment and I'd loathe it in other words no in between for me.How ever that's not the case I didn't love it and I didn't loathe it I have to accept that I
just didn't get it ?Perhaps it's because that I'm a 70 plus baby boomer male who felt that the strong feminist message directed towards the predominantly heterosexual male patriarchy for me was just preaching to the converted .Barbie is a comedy fantasy which certainly packs a not so subtle feminist smack in the face of the men who devalue the equality and contribution that women play in our society but they won't see Barbie.The audience on this special preview was young mainly women and they seemed to get the jokes that I didn't and seemed to react very well to the movie applauding at the conclusion.No spoilers about the plot you should judge it yourself as the story is not as simple as the trailer portrays it to be. Barbie and Ken leave the other Barbies and Ken's behind in Barbieland to venture through a portal caused by a stereotypical Barbie played to perfection by Margo Robbie . Barbie is experiencing disturbing emotions that she has to explore further in the real world of humans to understand in an effort to retain her eternal optimism.Ken her buff nerdy and needy boyfriend played by Ryan Gosling joins Barbie on her quest to travel through the portal landing at Venice Beach California complete with roller skates only to discover that the values and gender roles of Barbie land are reversed in the real world . The question for both the surprised dolls is which world do they want to live in?Pink cloud sunny Barbie land where every day is the same and perfect or the human world of Corporate greed and misogyny where you grow old and die?Margo Robbie and Ryan Gosling both are impressive and their comedy timing adds a light touch to the darker undertone of the film.Barbie for me has some entertaining moments but they were melting moments for me and while I hope it's popular for the creators of the movie I'm left puzzled at what audience it's aimed at ?The male population that Greta Gerwig cleverly parodies through Ken and his Ken buddies certainly wouldn't see her movie and I think the Disney generation of under 15 would be bored .I did enjoy the technical aspects of Barbie and the incredible amount of research and effort that has gone into producing this very expensive would be box office blockbuster.I also enjoyed homage to great movies of the past like Stanley Kubric's 2001 A Space Odysee , Saturday Night Fever, and of course The Wizard of Oz .It's one of the most anticipated movies of 2023 and has been in the pipeline for over a decade and in 2018 after little action was passed into the hands of Warner Bros then in 2019 they finally announced Margot Robbie and Greta Gerwig as the lead actor-director duo for this film.Director Greta Gerwig co wrote the screenplay with her partner with Noah Baumbach basing their story on the famous Barbie fashion dolls by Mattel . It is the first live action Barbie film so a lot of creative reputations are dependent on its success .Mattel, the toy company that created Barbie obviously approved of the movie getting screen credit and representation in Greta Gerwig's clever perhaps to clever script.Mattel contributed input towards the set design of the film keeping the old-school charm of the Barbie world intact and I suspect there will be a surge in sales as all the famous Barbie dolls get a mention in this film.Noah Baumbach is Executive Producer as well as his partner Greta Gerwig and Margo Robbie the movies effervescent star are all producers on this project that has an estimated production budget of $145 million US$.Margo Robbie has been quoted as saying ""that the film's aim is to subvert expectations and give audiences ""the thing you didn't know you wanted.I'm not so sure about that statement as Barbie didn't reach my expectations and I felt the thing I didn't know I wanted wasn't what I wanted at all.Top marks to Cinematographer Rodrigo Prieto who created a unique color palette for the film that Greta Gerwig named ""Techni-Barbie,"" after the Technicolor format. Also top marks to two time Academy Award Winner designer Jacqueline Durran. It's a given that costumes would be one of the most important factors about the movie,","





6/10
",Barbie,"['INOX Chennai', 'SPI Cinemas Sathyam Chennai', 'SPI Escape Multiplex', 'AGS Cinemas - T. Nagar', 'Mayajaal Multiplex', 'Palazzo IMAX', 'PVR Ampa Chennai', 'PVR VR Chennai Anna Nagar', 'Rohini Silver Screens', 'AGS Cinemas - Villivakkam', 'INOX Luxe Phoenix Market City, Velachery', 'INOX National Chandra Metro Mall / Virugambakkam', 'PVR Grand Galada Chennai', 'PVR Velachery Chennai', 'AGS Cinemas - OMR', 'INOX The Marina Mall OMR', 'PVR Heritage RSL ECR Chennai']"
22,22,/tt1517268,herrcarter-92161,23 July 2023," Somewhat of a Jumbled Mess
","My 15-year old daughter wrote the following review and posted it to my IMDB account.As a Barbie fan I was very excited for this movie. I was expecting a light-hearted goofy comedy. Instead I got a movie that felt as though it didn't know where it was going or what it was doing.The movie starts of as a fun goofy comedy, then things start changing.Things start going wrong for Barbie and she has to go to the real world to fix it. She is supposed to help the person who has been playing with her to fix her problems in Barbie Land. This on its own would've been enough for a movie, but it keeps going.Instead of going in depth about the life of the mother who has caused these problems for Barbie, the movie goes off in a totally different direction.Ken sees the real world's patriarchy and goes back to Barbie Land to replicate it. Barbie has to go back to Barbie Land to save it from its new patriarchy.By the end of the movie Barbie decides to live in the real world. The Kens of the Barbie Land are basically back to as little power they had before their uprising. I find the treatment of the Kens at the end to be hypocritical compared with the movie's supposed messaging about equalityThis movies writing and plot were bad. Even as a feminist I acknowledge that the messaging was terribly preachy. I feel as though many of these different plot ideas could've been good on their own. They are just too confusing all together.On a good note the acting and sets in this movie were really good. I loved seeing the plastic Barbie houses life-sized. The movie was also very funny at parts. I just wish the movie picked a clearer direction.","





5/10
",Barbie,"['INOX Chennai', 'SPI Cinemas Sathyam Chennai', 'SPI Escape Multiplex', 'AGS Cinemas - T. Nagar', 'Mayajaal Multiplex', 'Palazzo IMAX', 'PVR Ampa Chennai', 'PVR VR Chennai Anna Nagar', 'Rohini Silver Screens', 'AGS Cinemas - Villivakkam', 'INOX Luxe Phoenix Market City, Velachery', 'INOX National Chandra Metro Mall / Virugambakkam', 'PVR Grand Galada Chennai', 'PVR Velachery Chennai', 'AGS Cinemas - OMR', 'INOX The Marina Mall OMR', 'PVR Heritage RSL ECR Chennai']"
