,index,movie,names,reviews
1983,833, ags cinemas omr , ramesh , all screens were large screen one of the best theatre but located in worst mall there is no much shops in this mall talking about theatre seating were good price range of tickets will be rs 162 200 now feb 2021 they selling more 
1984,834, ags cinemas omr , mohamed abdul kadher , good place to watch film when you try to capture any part of the movie for whatsapp status randomly some person will come and argue with you which will spoil your fun mood 
1985,835, ags cinemas omr , dr jedidiah fredrick abisheg , 9 months ago they need to improve so much the screens r good but the crowd control is so bad with so many screens inside there is just one person in the counter to serve the more 
1986,836, ags cinemas omr , arunkumar b , log back this ags cinema mall looks gost booth mall now it s completely changed very nice mall lot of shops hotels including elite tasmac is available in the mall ags cinema one of the iconic theater of chennai 
1987,837, ags cinemas omr , pravinkumar raju , waste of time to watch movies in ags audio and video system not worth ambience is very poor my personal views i fully hate the ags very irritated note 60 rs ticket not possible to get in counter 
1988,838, ags cinemas omr , just in , ags with a nee style renovation was done during lockdown and now it lobby looks more spacious and neat food and beverages sold at 50 off except for mrp products more 
1989,839, ags cinemas omr , vinodh arumugam , 6 years ago very senior unfriendly movie theatre you have to fight every time if you take people with you who cannot take stairs very poor planning very limited lifts from the basement car parking leading to chaos isn t it obvious that a lot people would take lift from basement to the mall there are only two 1990s type narrow lift 
1990,840, ags cinemas omr , e ganapathy , 1 may 2022 12 30 show ags at vivira mall had a worst experience ac has been switched off post intermission and father that power cut happen in the theatre when the climax i never seen and had such more 
1991,841, ags cinemas omr , seshendra sameer , new the seats are not comfortable if trying to use the head rest you would be looking at the ceiling instead of the screen this is when i was not sitting in the upper rows 
1992,842, ags cinemas omr , manikandan raj , neatly maintained excellent sound and picture quality popcorn is of average quality not worth for the price paid 300 for large 20 for butter for butter popcorn butter is served separately should we dip in it unlike inox masala is more 
1993,843, ags cinemas omr , sentamil selvan , a year ago a good movie theatre where you can get a good movie experience food beverages was not good considering the price range 
1994,844, ags cinemas omr , arvind raj , new movie experience was good food and beverages section was understaffed for a sunday show missed 10 to 15 mins of movie after interval due to understaffed service 
1995,845, ags cinemas omr , kishore kumar food panda , theatre space cleanliness hospitality toilet seating comfortability sound effects screen quality ticket rate everything okay and simple suprb good place to spend your week end hours enjoyed it but food court varities are less other than that everything suprb 
1996,846, ags cinemas omr , ramyaa g , new why 60 rupees ticket is not available on weekends is it to say indirectly like only rich can come to your theatre then why do you have 60 rupees ticket category 
1997,847, ags cinemas omr , jeba samuel raj , the management lacks in planning no car bike parking available if the shows are close to full they casually ask us to park it outside service road and say the parking is full service roads are not for parking the cars you are causing more 
1998,848, ags cinemas omr , aravind arulselvan , theatre was normal only seat was not that much comfortable even dolby atoms they are mentioning but we can experience that only during dolby introduction ad during before starting of the film 
1999,849, ags cinemas omr , udaya sankar , theatre experience was good but after night show they switched off top 2 floors escalators 
2000,850, raj cinema hall chennai , sureshkumar nagarajan , a decent clean and budget friendly theatre parking price very less snacks price a bit high more 
2001,851, raj cinema hall chennai , sivaraman aroumougam , new good theatre and environment is good for families as well parking is quite spacious as well 
2002,852, raj cinema hall chennai , sk karthi , it s again an average theater in chennai the theater s got single screen so don t expect anything big seats aren t comfortable and some of the seats are quite old and broken ac coolness was mild but the restroom was well maintained more 
2003,853, raj cinema hall chennai , saijayani karthik , new threatre wise so gud and comfortable snacks are not gud taste popcorn 80 and springling masala for rs 10 separate charging very worst experience and tasteless prices are also high 
2004,854, raj cinema hall chennai , abishek anbalagan , screen size is not too big but okay sound quality is not great but fine the entrance door is straight to the screen so watching movies in daytime you ll get a brightness disturbance when people opening the door during movie a lot more 
2005,855, raj cinema hall chennai , harish , in this theatre the balcony atmosphere is very bad and seats are broken movie projector gets error and red line appears in the screen and they had taken more than a hour to solve it lack of quick response to theatre audience regarding this issue 
2006,856, raj cinema hall chennai , hari s , they not providing free drinking water it s a bad thing 
2007,857, raj cinema hall chennai , mohamed ansari , fantastic theater affordable tickets price staff service also so nice one of my favorite theater in chennai it is really good for family and friends more 
2008,858, raj cinema hall chennai , swapna bala , popcorns got soft and can t mingle with masala they sold it for 80rs but not even worth for 20rs 
2009,859, raj cinema hall chennai , hemanth , screen and audio is average seats are very worst don t spend your money 
2010,860, raj cinema hall chennai , sridhar k , 9 months ago watched ps1 with family ac was good chair and reclining was decent however it was not comfortable to sit down for 3 hours parking was smooth snacks not so great advise don t add extra masala for popcorn it s not worth it 
2011,861, raj cinema hall chennai , vijay viji , nic theatre and after renovation is good atmosphere and snaks also affordable price big screen and also old theatre in channai also called noorjahan theatre in saidapet it s reached to mount road and saidapet 
2012,862, raj cinema hall chennai , sathish j , all are good but old theatre have a centre beem so last side seat have little disturb attached photo for ur reference and already booked but they need peper ticket but they not informed before 
2013,863, raj cinema hall chennai , sethumuthu ramalingam , screen is good sound is very poor some speakers not working properly seats are not bad more 
2014,864, raj cinema hall chennai , aravindhan maran , experience was nice and buying snacks was really hard which i felt theatre was clean but some seats are nt in a condition 
2015,865, raj cinema hall chennai , bhavani shri , this theater is mahh one of the fav because family ahh intha theater ku many times poirukom so its wa a good experience and food also good expecialy momos anga tha nan first try panna appothalaruntha it s my fav food raj theater u200d 
2016,866, raj cinema hall chennai , sakthivel perumal , worst experience yesterday 26 01 2023 seen thunivu film 4 times power cut waiting 10 to 15 minutes between every power cut no a c worst toilet if there option to choose i ll choose 0 star to this theatre 
2017,867, raj cinema hall chennai , tiny jacob , the seats are more comfortable and the theatre has a good ambience subtitles will not be available for tamil movies 
2018,868, raj cinema hall chennai , gohulnath ramun ravichandran , avoid watching cinema in raj theatre try different theatres nearby we re coming just to relax in our busy schedule but this cinema theatre is more 
2019,869, raj cinema hall chennai , duraiarasan s , cleaning is ok but they will switch off the ac after the interval of the movie and snacks price also little high 
2020,870, raj cinema hall chennai , rajkumar bharathy n , people don t go to this theatre because they often cancel the show without any notice to customerif you wish to go fdfs aviod this theatre 
2021,871, raj cinema hall chennai , shahrukh ahmed , screen is good and sound is good but the theatre is not clean it s so dirty and dusty seats are not maintained because seats are broken or no cushions there is no good air conditioning 
2022,872, raj cinema hall chennai , vasanth murugan , very worst theatre maintainence is very bad ac water is falling like rain screen has red line 
2023,873, raj cinema hall chennai , nitish rajan , not a great theatre the sound kinda sucks here and they rarely turn on the airconditioner 
2024,874, raj cinema hall chennai , parthiban s , worth for 120rs clean and neat snacks price is also affordable parking charges are only 30 rs for bike enjoy your cinematic experience with great audio and visual 
2025,875, raj cinema hall chennai , naveen sarathy , watched thunivu 7 50 pm show theatre is average but movie is below average good space for two wheeler and four wheelers parking 
2026,876, raj cinema hall chennai , ashwin chintoo , worst theater experience please don t go with your families no proper chairs no proper response movie got stuck in the middle and nearly we waited for 40min finally they stopped the movie and told us the ticket amount will be refunded worst experience 
2027,877, raj cinema hall chennai , siddharthan murugan , a year ago they have good infrastructure but the snacks is less in quantity and over priced 
2028,878, raj cinema hall chennai , adithya palani , worth for that 135rs ticket in balcony class but the only drawback is they are not well air conditioning if the audience or viwers are some how low it s not the right way to reduce or turning off air conditioner during the movie 
2029,879, raj cinema hall chennai , traveller , theatre interior sound effects and cleanliness everything is good but the only minus is that the management has turned off the ac after the first five minutes of the movie beginning ticket price is also moderate only good one 
2030,880, raj cinema hall chennai , mr s , ac theater spacious parking canteen facility nearby main road clean and neat place big screen approx 120 inch reasonable ticket price 
2031,881, raj cinema hall chennai , harish babu , went to this theatre before 10 years now its changed totally lively environment but in balcony one should mind the steps its unfriendly for elderly people sound effects are good to the modern era 
2032,882, raj cinema hall chennai , suresh t , can t say it s not good 
2033,883, raj cinema hall chennai , yogesh kumar , worst theatre ever no ac and screen is dull like 144p 
2034,884, raj cinema hall chennai , hari prakash , they didn t run a show bcoz of lack of peoplewhy take a show then plan is collapsed and ticket booking amount is loss for me 
2035,885, raj cinema hall chennai , shaikh ds alaudeen , sound quality worst in platinam section and a c not working fan they were put on 
2036,886, raj cinema hall chennai , edwinraj , screen not fully viewed in bolcony 
2037,887, raj cinema hall chennai , lokesh , it is ac theatre but operater has not switched on ac if you want ac theatre without ac come here you will get sweat 
2038,888, raj cinema hall chennai , sr7 vlogs , one of the good theatres with good audio system and clarity one big upset is their popcorn which is too too small and they charged 80 rs for that 
2039,889, raj cinema hall chennai , bala chandar , first time experience in raj theater interior and ambience are very nice and suitable for family audience but compared to ground floor balcony sound effects and ac is very low more 
2040,890, raj cinema hall chennai , aravindansai a , raj theatre located in center city of the best cinema theater complex around the saidepet i watch at this theatre was ponniyan selvnan movie video and audio systems are more 
2041,891, raj cinema hall chennai , vignesh b , worst experience ever i have booked for 7 45pm ps 1 01 10 22 they made us wait outside the theatre for more than half an hour and they let us after 8 15pm but what s even worst thing they did was they have trimmed the credit scene more 
2042,892, raj cinema hall chennai , madan kumar , projection needs visual clarity as it keeps flickering and dark seats the cushions are worn out it feels like sitting on wooden chair sound ok ok more 
2043,893, raj cinema hall chennai , laxman heshwanth , 7 11 2022 love today 2022 movie watched saidai raj theatre review positive more 
2044,894, raj cinema hall chennai , syed yusuf yasar , very nice theatre seatings are perfectly neat 
2045,895, raj cinema hall chennai , sivakumar c , need to change the uncomfortable seats all the seats in theater are uncomfortable they need to change all seats in raj theater kindly do this 
2046,896, raj cinema hall chennai , selva kumar , a theater with a bad layout ac does not work there is no clean environment the bad smell is spreading all over the theater and there is a level of vomiting mainly ac does not work at all very worst theatre in chennai but ticket rate high level 
2047,897, raj cinema hall chennai , raaja chinna , it s been renovated and tickets price is low 
2048,898, raj cinema hall chennai , vignesh kumar , good theatre snacks are available good parking near to the railway stations and metro seats are good decent theater for family audience more 
2049,899, raj cinema hall chennai , sakthi magesh , this also very worst i booking in last week but this theater 
2050,900, pvr grand galada chennai , balasubramanian p , near by the gst road opposite to chennai airport walkable from metro or suburban railway station theatre is ok not so good or bad same old theme like all pvr cinemas ac is average too many advertisement screen and sound seems to be more 
2051,901, pvr grand galada chennai , sanjay , pvr pallavaram good environment with decent theatrical experience for watching movies more 
2052,902, pvr grand galada chennai , dr nadiah maniraj , pvr galada situated in gst road quiet near to airport spacious parking lot is there they charged 100 for car parking ambience is good seating is somewhat need maintenance as i started to itch clean restroom screensound effects good ac is ok little more effects can be taken to restore it to good 
2053,903, pvr grand galada chennai , r s manian layman , one of the good theatres to watch with family near pallavaram screen 2 with dts x sound provides an absolutely delightful movie experience the only problem is small screens and no centre seats 
2054,904, pvr grand galada chennai , ayush singh , yeah one more branch of pvr their service is quite good and is a bit near to the railway station and bus stop make it easily accessible however most of the times the show starts later than scheduled still they won t let go off the add more 
2055,905, pvr grand galada chennai , rishi boss , new good customer service user friendly staff staff maintain the theatre and walking area very clean 
2056,906, pvr grand galada chennai , nadana ravishankar , a small theatre of around 190 seats with 5 screens it s located on the gst road and quite opposite of the airport but prices are high the mall isn t running now so only the theatre 50 rupees for bikes and 100 rupees for cars as well as for snacks the place is well maintained and clean though the ac effects are somewhat low 
2057,907, pvr grand galada chennai , balaji gunasekaran , dolby sound looks too good but only drawback is parking fees 50 rs snacks rate is too high cant suitable for middle class people 
2058,908, pvr grand galada chennai , lokesh r , new parking is cozy minimum 20 min of ads which are so annoying not a fair thing to people coming to see a movie snacks as usual are expensive process being followed is good and theatre was clean and well maintained 
2059,909, pvr grand galada chennai , krishna kumar , new pvr grand galada don t have much parking space for their seating capacity and movie schedules booked movie for 3 15pm show for 4 family and i reached venue at 3 05pm i was stopped before the main gate for 15mins without any proper more 
2060,910, pvr grand galada chennai , rajkumar v , pros the screening seating comfortable experience was good as usual other pvr more 
2061,911, pvr grand galada chennai , vinoth kumar ramachandran , a year ago this pvr complex is located just near the airport after a long time we decided to go to the theater and of course we never went for a movie post corana ambience was good and they are maintaining it very well screen interiors and more 
2062,912, pvr grand galada chennai , aravindh kumar , very rude parking staff everything in food court is expensive and not worthy more 
2063,913, pvr grand galada chennai , dilip kumar photography , great location not so complex path to the movie hall unlike multiplexes you can just park your car and can get to your seats in 3 mins the seats were comfortable clean and the food menu was satisfactory it was slightly disappointing that there was no atmos sound system i watched in audi5 
2064,914, pvr grand galada chennai , ashok kumar , 2 weeks ago new worst experience while watching a movie mi false alarm almost 6 to 8 min no one responded in the audience everyone started moving out of the audi 1 hall even for parking we have been waiting almost 15mins outside one gst road late at more 
2065,915, pvr grand galada chennai , sathish kumar , a year ago one of good pvr cinemas at gst road pallavaram grand galada ambience are good look and attractive more 
2066,916, pvr grand galada chennai , ganesan s , pvr theater was good less the popcorn cost of 275 sideways to the theater we have geetham restaurant food taste was excellent 
2067,917, pvr grand galada chennai , k g , neat well maintained restrooms good screens and audio quality but only negative is snacks corner here over pricing and not worth for what they charge more 
2068,918, pvr grand galada chennai , nisha , attitude of staff was so worst as if they own entire mall no respect complete sarcasm in response we are not beggers we are paying for everything we are buying even if it s a movie ticket or snacks then why the hell such a bad behaviour more 
2069,919, pvr grand galada chennai , chandru bs , saw a movie the experience over hear was nice ambience inside the place good theatrical experience seats are decent but needs to be renewed good amount of parking space 
2070,920, pvr grand galada chennai , aswin ramesh , nice mall and good entertainment place for family 
2071,921, pvr grand galada chennai , anandu ramesh , i had gone there 2 times and those two times actually i felt very much satisfied with the theatre and the staff audio and video quality is much appreciated more 
2072,922, pvr grand galada chennai , selvam m , parking experience should be better cars were queued outside of mall for the cars from the previous show to move out they should plan a minimum 1 hour gap between shows to avoid this else we should go 45 minutes before the start of the show during crowded days compared to other malls parking charges for car is 100rs which is less 
2073,923, pvr grand galada chennai , gk radhakrishnan , the cinima hall is well maintained and very pleasant located near airport and gst road it is easier to reach restaurant is adjacent to the cinema and food are good and prompt service is done 
2074,924, pvr grand galada chennai , khyati rao , 4 years ago only multiplex for people in tambaram 5 stars to the movie experience i had clean and tidy place with a pleasant atmosphere restrooms are well maintained good parking space available for both 2 and 4 wheelers ticket prices are decent but food prices are too high for what they serve 
2075,925, pvr grand galada chennai , sara vanan , you have to see multiple ads and waste 15mins the 9am show started at 9 15am after enjoying all advertisements 
2076,926, pvr grand galada chennai , sankar g , it was a nice experience whenever i visit pallavaram pvr grand mall it is one of the best theatre for me personally and i enjoy the movies which i watched there i love pvr movie experiences very much and thank you pvr for maintaining a clean and beautiful ambience 
2077,927, pvr grand galada chennai , krishna raj , the theatre is well maintained but the sound atmosphere in the movie hall is not that good to the point where you can hear people talking more clearly than the actual movie dialogues went for a horror movie and people sitting around us more 
2078,928, pvr grand galada chennai , swati ck , the worst car parking ever if you are going for weekend shows especially in the evenings then there will be noone to guide you the parking people donot even care how the other person can remove the car more 
2079,929, pvr grand galada chennai , aaqib aiman , 4 years ago best place to have foodchatice cream etc next to that we have cenima hall can enjoy there too rates are bit high we can go with family friend s clean and neat place self service it s near to airport 
2080,930, pvr grand galada chennai , kishore v a , the screen size was normal the snacks rate are as usual high 
2081,931, pvr grand galada chennai , sentamil selvan , a year ago a decent multiplex theatre with good service and ambience since this place was not taken over by pvr but was plnned and built by pvr group themself there was no compromise in service and quality which we can see in other theatres which was taken over by pvr around the city 
2082,932, pvr grand galada chennai , sathish kumar , the screens are good and audio is great as you can expect in most pvrs this multiplex is not inside a mall so the parking charges are minimal rs 50 for bikes and rs 100 for cars the price of eateries is the same you have a restaurant more 
2083,933, pvr grand galada chennai , ahamed n , new the restrooms are very clean seats could be better but overall a great experience the sound effects are really good 
2084,934, pvr grand galada chennai , mr jw , a year ago just opposite to chennai international airport mall is closed only theatre is running more 
2085,935, pvr grand galada chennai , navaneethakrishnan subramaniam , ac cooling was less add played for 20min no covered car parking for 100rs parking fee seats are dirty and stinky chat itmes min 160 and other snacks are above 200 3d glasses with scratches more 
2086,936, pvr grand galada chennai , sita v s , the theatre is good but the parking facility for 4 wheelers is pathetic we had to wait on the road for nearly 40 mins before we got a slot for parking only when the previous show ends and the parking is cleared the next show parking is allowed they have only a very limited facility would never opt for this place again 
2087,937, pvr grand galada chennai , sreeram r , worst experience flash was scheduled at 10 10pm but they started the show at 10 30 sound was worse and worse to the core at audi 2 its just blur and hectic thing is person in tickets don t know whether its subtitled or not he called more 
2088,938, pvr grand galada chennai , aashiq ahmed , a good multiplex pvr mall in pallavaram near to airport metro and tirusulam station a well maintained restrooms the only problem is while booking ticket they are not showing seating arrangements to select and they re booking on their own more 
2089,939, pvr grand galada chennai , hemanath karthi , new nice experience with pvr pallavaram excellent dolby sound effect and seating also it is near tirisulam station opposite to chennai airport 
2090,940, pvr grand galada chennai , anitha rajendran , i have watched movie to day 15th april 2023 need to share feedback about my experience bike parking is rs 50 which is very high movie timing is 3 30 pm but movie started at 3 50 pm till that we watched only advertisements snacks was more 
2091,941, pvr grand galada chennai , darshan bharath , new very worst experience i ve book in vr galada wrongly instead of vr chennai they re not giving proper respons if i ask for refund and not providing my money back with food 
2092,942, pvr grand galada chennai , kiran udayakumar , i personally liked the theatre experience over there and the seats were very comfortable the only minus i felt was the price of the snacks provided there i can understand the price of movie tickets but at least they should be some sort of price reduction in popcorn and other snack items 
2093,943, pvr grand galada chennai , vinodh kumar manickavasagam , new not good as other malls small theatres but snacks are asusual very costly try geetham downstairs instead of snacks inside pvr 
2094,944, pvr grand galada chennai , kevin s , it s a great place to be with friends and family as the cinema itself situated in the largest mall of the country so there is lot you can do in and around sound system ambience everything is good 9 screen not big but still you can more 
2095,945, pvr grand galada chennai , ragavan , had strange experience felt like ac was less or reduced down aft movie started also mosquito issues were there in screen no 2 parking ppl were reluctant to give tokens though collect money had to insist for token 
2096,946, pvr grand galada chennai , angel rubawathy , dr kowshiek is a wonderful person he took care of my uncle surgery cabg in an efficient manner he explained the surgery in a detailed manner and made sure my uncle is prepared for surgery mentally now my uncle is recovering well after the surgery thank you once again 
2097,947, pvr grand galada chennai , bala chandran , new the theatre experience was good if there is waiting chair in the lobby it would be even fine 
2098,948, pvr grand galada chennai , sarath kumar , this place is good if u reach right on time for the movie they don t have waiting lounge kindoff service and when we went they switched off the ac also so it became very humid inside the theatre premises had to wait to get to the hall for ac in in this heat 
2099,949, pvr grand galada chennai , kb a , poorly maintained theatre seats are very very dirty we may get rashes or allergies due to this parking is limited not much cars can take they put lot of advertisements and waste 15 minutes from the show time 
2100,950, pvr vr chennai anna nagar , manikandan rajagopalan , wow place nice seating arrangements even first row will be bit far away from screen i am surprised by the way the rest rooms are maintain excellent job by house keeping guys well maintained seating and sound system is really more 
2101,951, pvr vr chennai anna nagar , kalyan kumar , my first experience i came to vr mall to see sardar on pvr xl screen an unexpected fun happened where price movie was telecasted instead of sardar then the movie was changed within few mins other than that it is a very big screen and more 
2102,952, pvr vr chennai anna nagar , swathi muthu , new i recently went to watch the movie openhemmer at pvr xl vr mall and was blown away by the size of the screen it was one of the biggest screens i had ever seen and the visual and sound quality was top notch i thoroughly enjoyed the movie more 
2103,953, pvr vr chennai anna nagar , sudhakar yuvan , movie experience is good and pvr p xl is very big screen comparing with other screen and also having large capacity seating everything is good neat and clean and then coming to the food and beverage are over rates cost and taste is moderate overall rating is 2 5 5 
2104,954, pvr vr chennai anna nagar , easath easath , it s situated in vr chennai anna nagar shopping complex third floor one of the best cinema theater in chennai 10 screens are there all are high luxury theaters i went to one of the 3 d movie i had a very good experience here sound more 
2105,955, pvr vr chennai anna nagar , mathi sidyan , pvr located in vr mall koyembedu pvr located on the 3rd floor escalators available at both ends of the mall more 
2106,956, pvr vr chennai anna nagar , sathish kumar , this is i have seen ever best mall in chennai and pvr cinemas so good especially pxl screen ultimate curved screen sound quality not bad but ok interiors really awesome every weekends mall fully occupied 
2107,957, pvr vr chennai anna nagar , aravindh kb , we went to fast x movie after 10 days from the release the screen we went was audi 5 the screen is medium sized audio quality is good dolby atmos m row seats would be good for this screen theatre was very neat they are cleaning more 
2108,958, pvr vr chennai anna nagar , kishore kumar , this pvr is located in vr chennai mall the is only pvr in chennai where they use pxl screen in one of the screen the pxl screen gives you large and wide format screen size and has a surrounding sound system with dolby atmos this pvr is more 
2109,959, pvr vr chennai anna nagar , hariprasad k , the best place to spend your time with your friends and families especially when u have an gf u can spend all day long there without boring but if u have plans to have brunch lunch snacks or dinner then never go there with less then more 
2110,960, pvr vr chennai anna nagar , balram reddy madathala , new nice place to explore with ur loved onces shoppingfood entertainment all in one place especially kids play zone is awesome kids will enjoy a lot foodcourt u will enjoy beautiful view of our chennai 
2111,961, pvr vr chennai anna nagar , hariom meena , 8 months ago one of the largest mall that i have visited so far it has all the national and international brands showroom of clothing and other accessories it has fun zone for kids also had food zone at top floor also movie hall with many screens more 
2112,962, pvr vr chennai anna nagar , krish , the sound and the visuals are really good ambience is nice you can easily find it in the vr mall on the third floor to the left straight ahead of the building once you go up through the escalator 
2113,963, pvr vr chennai anna nagar , selvarathi kandhaswamy , yeah place to chill and watch ur favorite movie with ur seasoning popcorns which is bit costly but u will really enjoy the theatrical experience they have biggest screen 1 i loved watching my fav marvel movies there 
2114,964, pvr vr chennai anna nagar , gowtham s , new pvr in vr is located on the top floor pvr always maintains their standards of customer service seating service food and beverage more 
2115,965, pvr vr chennai anna nagar , azhagan s , excellent environment and good cinema experience well maintained gone to audi6 there won t be no much bass book the px_l screen for grand movies popcorn was good and don t hesitate to add seasonings 
2116,966, pvr vr chennai anna nagar , gourab tripathy , 8 months ago must to visit cine complex superb ambience pvr mall is on the third floor of vr chennai mall u may book advance ticket both online n offline ar per availability compared to other pvr in chennai u would find it more beautiful as is more 
2117,967, pvr vr chennai anna nagar , suhail s , new extremely dirty we were in their premium xl which was a disaster in quality and the cafe is below standard you get better experience in other places 
2118,968, pvr vr chennai anna nagar , chaithu chan , i like pvr theatres total 10 screens audi 1 big theatre real 3d experience 
2119,969, pvr vr chennai anna nagar , niranjan c p , new i know it s gonna be good and absolutely i got it the reason why i would likely to prefer this compared to imax obviously ticket rate would be half of the price never the less it s one of the best screen more 
2120,970, pvr vr chennai anna nagar , kadhir r , situated in anna nagar has lot of branded showrooms and has pvr cinema complex as well the food court is big to accomodate more people kids funzone is also there 
2121,971, pvr vr chennai anna nagar , deva narayanan , a luxurious movie theatre that offers a good movie experience there are total of 10 screens out of which is a pxl screen the comfort of the seats in the all screens can be improved and the quality of the sound can be improved as well one more 
2122,972, pvr vr chennai anna nagar , suraj s , as the name mentions pvr icon it is one of the best multiplex in chennai the pxl picture quality is great but the sound quality is not impressive overall a good experience 
2123,973, pvr vr chennai anna nagar , arun siddharth , theater experience is really satisfactory but not with the food they sale very expensive 500ml of water is rs 50 now a days they don t even sell 1 lit before it was rs 80 but now u r suppose to by two 500 ml which cost 100 its better not to buy anything many times cost of food is greater than the theater show price 
2124,974, pvr vr chennai anna nagar , ramabadhran k s , film freaks over there the pvr xl is a must go theatre for you guys the atmos surrounding and the color rendition is like that stunning in one word extraordinary fantastic mind blowing sir 
2125,975, pvr vr chennai anna nagar , aneesha anitha , rate of snacks is increased to a whole new level screening is always late otherwise fine need to improve in these areas 
2126,976, pvr vr chennai anna nagar , lioness m , it was unique experience to know that this coffee shop has branches around the world tasty and costly just coffee and 1 cookie which i bought cost me nearly 300rs but just for an experience and to feel the feel of high end coffee shop its best 
2127,977, pvr vr chennai anna nagar , famitha begum a bca , this was amazing mall in chennai i came with my collige for dada movie recently really nice deaigning interior light and all i suggest eah and everyone who viewed this to go to this mall you can find everything not only that movie u can more 
2128,978, pvr vr chennai anna nagar , sujith rocky , theatre is quite bigger and really awesome with its sound effects i have watched 3d movie which is class and cool pvr usually never disappoints you in anything also it comes with the tastiest popcorn for the popcorn lovers 
2129,979, pvr vr chennai anna nagar , jaya , good theatre with good ambience comfortable seating but food is very very expensive as always in complex 
2130,980, pvr vr chennai anna nagar , shaheed ahmed , located inside one of the best malls in chennai with all your shopping a good place for a wonderful movie experience more 
2131,981, pvr vr chennai anna nagar , parthasarathy babu , new as all knows they are the best in movie experience but when it comes to snacks they are rocket high but they say they introduced 99 rs combo etc but that to 10 am to 6 pm and this combo will not be available on weekends and the unlimited more 
2132,982, pvr vr chennai anna nagar , paul prakash pandian , 6 months ago good shopping mall with all branded shops pvr cinemas pxl screen is good but dolby atmos sound needs to be important only advantage is big screen pxl nowadays most of the time technical glitch they stopped thunivu show due to technical more 
2133,983, pvr vr chennai anna nagar , aishwarya biradar , enjoyed couple of movies popcorn gets expensive as the movie is being publicised washrooms need to be cleaned up frequently overall good experience 
2134,984, pvr vr chennai anna nagar , thangamariappan k , awesome awesome awesome super experience to view big screen clean environment more 
2135,985, pvr vr chennai anna nagar , your page , it was amazing cinema experience in vr pvr cinemas chennai large screens dolby sounds superb reclining seating i loved it try and love it 
2136,986, pvr vr chennai anna nagar , rubyat khan , 2 years ago oh you beauty there are movie theatres and then there is pvc vr mall what a grand entrance which is no less than five star hotel very instagramable and photoshootable this place is a must visit for a couple of reasons number one the more 
2137,987, pvr vr chennai anna nagar , kannan g , new i watched mission impossible dead reckoning part one yesterday in pvr screen 3 in vr mall anna nagar chennai though the screen quality was great the sound was very bad extremely bright and very poor bass response was quite more 
2138,988, pvr vr chennai anna nagar , harsha bezawada , the screen is superb biggest screen so far i ve seen on my life theatre is awesome the only dissatisfaction is they didn t turned the air conditioner entire time only for 1 hour they put air conditioner 
2139,989, pvr vr chennai anna nagar , viva , 6 months ago nice thearitical experience very clean and comfortable snack rates are high though good varieties are offered movie must be experienced in p xl at pvr vr chennai multiple screen choices available u200d 
2140,990, pvr vr chennai anna nagar , rajeev vishwakarma , i often go this place it is good and convenient in all aspects parking to entrance and exit you will not forget where you have parked your vehicle all shops are available and great place to eat more 
2141,991, pvr vr chennai anna nagar , basheer ahmed , new worst movie theatre with very worst audio experience ever pvr pxl screen does not have overhead speakers for dolby atmos but still advertised as atmos the audio was very tinny and realistically speaking it sounded very much like a cheap more 
2142,992, pvr vr chennai anna nagar , amit bhat , 2 months ago most beautiful pvr i have been is anna nagar pvr 
2143,993, pvr vr chennai anna nagar , jey anirudh , there are many closed shops under renovation shops no matter what month you visit the mall doesn t feel alive unlike other malls like express avenue or phoenix mall every floor there s so many closed shops there s no proper vibe going more 
2144,994, pvr vr chennai anna nagar , hemalatha devadass , went to this place to watch magnum opus ponniyin selvan was excited for the experience and yes it didn t disappoint me the sound and the screen was amazing and it did justice to the price paid but had one discomfort because the seat was more 
2145,995, pvr vr chennai anna nagar , jegannath spj , per tickets costs around 190 if i book online it would be 220 approx more 
2146,996, pvr vr chennai anna nagar , siva kumar , excellent place to bring in kids and shopping all in one place cozy and we ll maintained 
2147,997, pvr vr chennai anna nagar , spartan 97 bigshot , pvr is one of the best and popcorn seasoning is one the main reason for it p clean and well maintained and most comfortable seats 
2148,998, pvr vr chennai anna nagar , venkatesh damodharan , food rates are very high not even reasonable coffee priced at 160 is way too much ambience good with good screen seats can be improved should facilitate standard parking charges for movie watchers 
2149,999, pvr vr chennai anna nagar , vaibhav mallya , new its a massive theater with excellent dolby speakers watched oppenheimer here the picture quality and sound came out very well 
2150,1000, pvr skls galaxy mall red hills chennai , sumathi ganapathy , average multiplex prices are too high only fit for elites liked the picture quality but sounds nd seats are not upto the mark nd there s no drinking water plant too hope they keep it for audiences 
2151,1001, pvr skls galaxy mall red hills chennai , rahul , great ambience is good food options are diverse kids will enjoy the place be sure to catch them everytime they run funny thing is i ve seen close to 5 boards saying mind your kids don t leave them behind 
2152,1002, pvr skls galaxy mall red hills chennai , kalpana selvam , it is just a big complex not even bigger than the complexes we find in nungambakkam very few shops were too small and the shop just ended as soon as we entered there were few shops in that small food court we had a bread omelette and more 
2153,1003, pvr skls galaxy mall red hills chennai , yuva rajan r , worst mall that i ever went poor maintenance unhygienic rest room i think only for watching movie people are coming to this mall no other entertainment in this mall very few games for kids they are charging 100 rs in kids play area for 30 minutes it is utterly waste revathi stores having better kids play area than this 
2154,1004, pvr skls galaxy mall red hills chennai , swarna chandhran , fun zone really very un hygienic place nd 2 r 3 games only there to play small kids 1hour they charged 150 but not worth otherwise many stalls are closed 
